"day","aliveThatDay","diedThatDay","totalDeaths",
"8612","56","3","13682",
"8613","56","3","13685",
"8614","54","2","13687",
"8615","57","0","13687",
"8616","57","1","13688",
"8617","59","1","13689",
"8618","57","3","13692",
"8619","60","0","13692",
"8620","58","3","13695",
"8621","56","2","13697",
"8622","53","3","13700",
"8623","54","0","13700",
"8624","55","1","13701",
"8625","54","1","13702",
"8626","52","3","13705",
"8627","51","3","13708",
"8628","52","0","13708",
"8629","51","1","13709",
"8630","52","1","13710",
"8631","50","5","13715",
"8632","51","0","13715",
"8633","52","0","13715",
"8634","48","5","13720",
"8635","47","3","13723",
"8636","49","1","13724",
"8637","51","1","13725",
"8638","49","4","13729",
"8639","50","0","13729",
"8640","48","3","13732",
"8641","46","2","13734",
"8642","46","1","13735",
"8643","47","0","13735",
"8644","45","2","13737",
"8645","44","3","13740",
"8646","45","0","13740",
"8647","44","2","13742",
"8648","45","1","13743",
"8649","44","3","13746",
"8650","45","1","13747",
"8651","48","0","13747",
"8652","44","4","13751",
"8653","43","1","13752",
"8654","45","0","13752",
"8655","45","0","13752",
"8656","45","2","13754",
"8657","45","1","13755",
"8658","46","1","13756",
"8659","44","3","13759",
"8660","45","1","13760",
"8661","48","1","13761",
"8662","50","0","13761",
"8663","51","1","13762",
"8664","52","1","13763",
"8665","56","0","13763",
"8666","58","0","13763",
"8667","59","2","13765",
"8668","63","1","13766",
"8669","64","0","13766",
"8670","63","2","13768",
"8671","63","1","13769",
"8672","60","4","13773",
"8673","61","1","13774",
"8674","63","0","13774",
"8675","63","3","13777",
"8676","65","1","13778",
"8677","68","0","13778",
"8678","67","3","13781",
"8679","70","0","13781",
"8680","72","0","13781",
"8681","74","0","13781",
"8682","75","2","13783",
"8683","74","3","13786",
"8684","74","3","13789",
"8685","72","3","13792",
"8686","71","2","13794",
"8687","71","1","13795",
"8688","66","5","13800",
"8689","63","3","13803",
"8690","62","2","13805",
"8691","62","1","13806",
"8692","61","1","13807",
"8693","59","4","13811",
"8694","59","2","13813",
"8695","58","1","13814",
"8696","56","3","13817",
"8697","56","2","13819",
"8698","55","2","13821",
"8699","53","3","13824",
"8700","52","1","13825",
"8701","57","0","13825",
"8702","56","2","13827",
"8703","56","3","13830",
"8704","56","1","13831",
"8705","56","3","13834",
"8706","53","3","13837",
"8707","51","2","13839",
"8708","51","1","13840",
"8709","50","2","13842",
"8710","50","1","13843",
"8711","48","3","13846",
"8712","46","4","13850",
"8713","48","1","13851",
"8714","47","1","13852",
"8715","46","1","13853",
"8716","45","2","13855",
"8717","44","1","13856",
"8718","45","1","13857",
"8719","43","2","13859",
"8720","44","1","13860",
"8721","45","0","13860",
"8722","44","1","13861",
"8723","43","3","13864",
"8724","44","0","13864",
"8725","43","2","13866",
"8726","42","1","13867",
"8727","44","1","13868",
"8728","46","0","13868",
"8729","46","2","13870",
"8730","47","1","13871",
"8731","48","1","13872",
"8732","49","0","13872",
"8733","47","2","13874",
"8734","50","1","13875",
"8735","51","0","13875",
"8736","52","2","13877",
"8737","51","1","13878",
"8738","49","3","13881",
"8739","53","0","13881",
"8740","54","1","13882",
"8741","56","0","13882",
"8742","56","2","13884",
"8743","55","1","13885",
"8744","56","0","13885",
"8745","58","0","13885",
"8746","60","0","13885",
"8747","61","0","13885",
"8748","64","0","13885",
"8749","64","1","13886",
"8750","64","1","13887",
"8751","62","3","13890",
"8752","61","3","13893",
"8753","61","1","13894",
"8754","58","3","13897",
"8755","53","5","13902",
"8756","54","1","13903",
"8757","54","2","13905",
"8758","55","2","13907",
"8759","54","1","13908",
"8760","53","2","13910",
"8761","52","3","13913",
"8762","54","0","13913",
"8763","53","2","13915",
"8764","53","0","13915",
"8765","52","1","13916",
"8766","51","1","13917",
"8767","49","3","13920",
"8768","48","1","13921",
"8769","46","3","13924",
"8770","45","2","13926",
"8771","45","1","13927",
"8772","45","1","13928",
"8773","44","2","13930",
"8774","42","2","13932",
"8775","44","0","13932",
"8776","44","1","13933",
"8777","42","2","13935",
"8778","44","1","13936",
"8779","44","2","13938",
"8780","46","1","13939",
"8781","47","1","13940",
"8782","49","1","13941",
"8783","47","3","13944",
"8784","47","1","13945",
"8785","48","0","13945",
"8786","50","0","13945",
"8787","51","0","13945",
"8788","52","1","13946",
"8789","52","0","13946",
"8790","53","2","13948",
"8791","54","2","13950",
"8792","54","2","13952",
"8793","56","1","13953",
"8794","60","0","13953",
"8795","62","0","13953",
"8796","65","2","13955",
"8797","68","0","13955",
"8798","70","0","13955",
"8799","69","5","13960",
"8800","67","3","13963",
"8801","66","3","13966",
"8802","66","1","13967",
"8803","69","0","13967",
"8804","69","3","13970",
"8805","67","2","13972",
"8806","67","1","13973",
"8807","64","4","13977",
"8808","65","1","13978",
"8809","64","2","13980",
"8810","64","2","13982",
"8811","62","3","13985",
"8812","60","3","13988",
"8813","60","2","13990",
"8814","59","4","13994",
"8815","58","3","13997",
"8816","59","1","13998",
"8817","57","3","14001",
"8818","55","3","14004",
"8819","55","1","14005",
"8820","55","0","14005",
"8821","57","1","14006",
"8822","55","2","14008",
"8823","54","2","14010",
"8824","53","3","14013",
"8825","55","2","14015",
"8826","56","0","14015",
"8827","56","1","14016",
"8828","57","0","14016",
"8829","58","1","14017",
"8830","55","4","14021",
"8831","53","3","14024",
"8832","53","3","14027",
"8833","57","0","14027",
"8834","57","2","14029",
"8835","55","2","14031",
"8836","54","2","14033",
"8837","54","3","14036",
"8838","56","0","14036",
"8839","56","2","14038",
"8840","56","3","14041",
"8841","58","0","14041",
"8842","59","0","14041",
"8843","58","2","14043",
"8844","58","2","14045",
"8845","58","1","14046",
"8846","57","2","14048",
"8847","58","1","14049",
"8848","57","2","14051",
"8849","58","3","14054",
"8850","56","2","14056",
"8851","57","2","14058",
"8852","59","1","14059",
"8853","56","4","14063",
"8854","56","1","14064",
"8855","57","2","14066",
"8856","54","4","14070",
"8857","54","1","14071",
"8858","56","0","14071",
"8859","57","2","14073",
"8860","57","2","14075",
"8861","58","1","14076",
"8862","58","1","14077",
"8863","57","3","14080",
"8864","56","1","14081",
"8865","58","1","14082",
"8866","58","3","14085",
"8867","58","2","14087",
"8868","61","1","14088",
"8869","59","4","14092",
"8870","59","0","14092",
"8871","57","2","14094",
"8872","57","3","14097",
"8873","56","2","14099",
"8874","56","1","14100",
"8875","57","0","14100",
"8876","57","1","14101",
"8877","58","0","14101",
"8878","56","3","14104",
"8879","56","2","14106",
"8880","55","2","14108",
"8881","57","1","14109",
"8882","58","0","14109",
"8883","56","4","14113",
"8884","55","3","14116",
"8885","53","4","14120",
"8886","53","3","14123",
"8887","52","2","14125",
"8888","53","0","14125",
"8889","54","2","14127",
"8890","55","2","14129",
"8891","57","1","14130",
"8892","54","3","14133",
"8893","57","0","14133",
"8894","59","0","14133",
"8895","59","0","14133",
"8896","59","2","14135",
"8897","59","1","14136",
"8898","56","5","14141",
"8899","55","1","14142",
"8900","52","3","14145",
"8901","51","2","14147",
"8902","54","1","14148",
"8903","55","0","14148",
"8904","51","5","14153",
"8905","51","2","14155",
"8906","51","0","14155",
"8907","50","2","14157",
"8908","50","1","14158",
"8909","48","4","14162",
"8910","50","0","14162",
"8911","47","3","14165",
"8912","47","3","14168",
"8913","46","2","14170",
"8914","47","1","14171",
"8915","47","3","14174",
"8916","48","0","14174",
"8917","48","2","14176",
"8918","48","1","14177",
"8919","48","1","14178",
"8920","48","1","14179",
"8921","47","1","14180",
"8922","48","0","14180",
"8923","50","1","14181",
"8924","49","1","14182",
"8925","47","2","14184",
"8926","47","1","14185",
"8927","46","2","14187",
"8928","48","1","14188",
"8929","48","2","14190",
"8930","49","1","14191",
"8931","48","2","14193",
"8932","50","0","14193",
"8933","45","5","14198",
"8934","45","2","14200",
"8935","45","0","14200",
"8936","48","0","14200",
"8937","48","0","14200",
"8938","48","1","14201",
"8939","48","0","14201",
"8940","45","4","14205",
"8941","45","1","14206",
"8942","43","3","14209",
"8943","44","0","14209",
"8944","43","2","14211",
"8945","42","2","14213",
"8946","44","1","14214",
"8947","44","1","14215",
"8948","45","0","14215",
"8949","45","1","14216",
"8950","44","1","14217",
"8951","46","0","14217",
"8952","45","1","14218",
"8953","46","0","14218",
"8954","45","2","14220",
"8955","47","0","14220",
"8956","49","0","14220",
"8957","47","3","14223",
"8958","49","0","14223",
"8959","49","1","14224",
"8960","50","1","14225",
"8961","49","1","14226",
"8962","45","5","14231",
"8963","47","1","14232",
"8964","48","0","14232",
"8965","46","3","14235",
"8966","46","3","14238",
"8967","46","3","14241",
"8968","46","2","14243",
"8969","45","1","14244",
"8970","44","3","14247",
"8971","42","2","14249",
"8972","43","0","14249",
"8973","46","0","14249",
"8974","47","1","14250",
"8975","51","0","14250",
"8976","55","0","14250",
"8977","56","1","14251",
"8978","58","1","14252",
"8979","56","3","14255",
"8980","54","2","14257",
"8981","56","1","14258",
"8982","56","1","14259",
"8983","55","2","14261",
"8984","55","2","14263",
"8985","54","3","14266",
"8986","56","0","14266",
"8987","58","1","14267",
"8988","57","3","14270",
"8989","57","2","14272",
"8990","58","1","14273",
"8991","58","1","14274",
"8992","61","1","14275",
"8993","63","2","14277",
"8994","60","3","14280",
"8995","58","3","14283",
"8996","58","0","14283",
"8997","56","4","14287",
"8998","58","1","14288",
"8999","57","2","14290",
"9000","58","1","14291",
"9001","60","1","14292",
"9002","60","1","14293",
"9003","61","2","14295",
"9004","61","2","14297",
"9005","59","2","14299",
"9006","55","4","14303",
"9007","54","1","14304",
"9008","49","6","14310",
"9009","49","1","14311",
"9010","48","1","14312",
"9011","48","3","14315",
"9012","44","4","14319",
"9013","46","1","14320",
"9014","48","0","14320",
"9015","48","2","14322",
"9016","49","1","14323",
"9017","49","2","14325",
"9018","49","1","14326",
"9019","49","2","14328",
"9020","48","1","14329",
"9021","48","1","14330",
"9022","47","2","14332",
"9023","50","0","14332",
"9024","49","1","14333",
"9025","50","1","14334",
"9026","51","0","14334",
"9027","51","2","14336",
"9028","53","1","14337",
"9029","53","2","14339",
"9030","52","2","14341",
"9031","51","1","14342",
"9032","51","2","14344",
"9033","51","1","14345",
"9034","51","1","14346",
"9035","47","5","14351",
"9036","45","2","14353",
"9037","47","0","14353",
"9038","47","3","14356",
"9039","45","2","14358",
"9040","46","2","14360",
"9041","46","0","14360",
"9042","48","0","14360",
"9043","48","1","14361",
"9044","46","4","14365",
"9045","48","0","14365",
"9046","47","2","14367",
"9047","48","1","14368",
"9048","48","0","14368",
"9049","46","4","14372",
"9050","48","1","14373",
"9051","50","0","14373",
"9052","51","1","14374",
"9053","51","2","14376",
"9054","53","0","14376",
"9055","54","1","14377",
"9056","50","4","14381",
"9057","50","1","14382",
"9058","49","1","14383",
"9059","50","0","14383",
"9060","51","0","14383",
"9061","49","2","14385",
"9062","48","2","14387",
"9063","47","4","14391",
"9064","48","0","14391",
"9065","49","0","14391",
"9066","49","2","14393",
"9067","49","1","14394",
"9068","51","0","14394",
"9069","53","1","14395",
"9070","52","2","14397",
"9071","49","4","14401",
"9072","48","2","14403",
"9073","49","1","14404",
"9074","47","4","14408",
"9075","46","2","14410",
"9076","45","2","14412",
"9077","47","1","14413",
"9078","47","2","14415",
"9079","50","0","14415",
"9080","52","1","14416",
"9081","55","2","14418",
"9082","57","0","14418",
"9083","57","1","14419",
"9084","58","2","14421",
"9085","57","1","14422",
"9086","57","1","14423",
"9087","58","1","14424",
"9088","57","3","14427",
"9089","59","0","14427",
"9090","55","7","14434",
"9091","53","2","14436",
"9092","52","1","14437",
"9093","55","0","14437",
"9094","58","1","14438",
"9095","62","0","14438",
"9096","65","0","14438",
"9097","68","2","14440",
"9098","68","3","14443",
"9099","65","3","14446",
"9100","65","1","14447",
"9101","63","2","14449",
"9102","64","0","14449",
"9103","61","4","14453",
"9104","61","1","14454",
"9105","61","2","14456",
"9106","61","1","14457",
"9107","61","3","14460",
"9108","59","3","14463",
"9109","59","3","14466",
"9110","60","0","14466",
"9111","61","2","14468",
"9112","62","1","14469",
"9113","63","1","14470",
"9114","65","2","14472",
"9115","66","1","14473",
"9116","63","5","14478",
"9117","65","0","14478",
"9118","61","4","14482",
"9119","60","3","14485",
"9120","59","2","14487",
"9121","60","3","14490",
"9122","58","4","14494",
"9123","59","1","14495",
"9124","61","0","14495",
"9125","60","1","14496",
"9126","60","1","14497",
"9127","59","2","14499",
"9128","54","5","14504",
"9129","55","0","14504",
"9130","56","0","14504",
"9131","55","3","14507",
"9132","54","3","14510",
"9133","50","4","14514",
"9134","49","1","14515",
"9135","50","3","14518",
"9136","49","2","14520",
"9137","47","3","14523",
"9138","49","0","14523",
"9139","51","0","14523",
"9140","52","0","14523",
"9141","51","3","14526",
"9142","51","2","14528",
"9143","51","1","14529",
"9144","51","4","14533",
"9145","53","1","14534",
"9146","51","2","14536",
"9147","51","1","14537",
"9148","52","2","14539",
"9149","54","2","14541",
"9150","55","0","14541",
"9151","53","2","14543",
"9152","53","1","14544",
"9153","50","3","14547",
"9154","50","1","14548",
"9155","46","4","14552",
"9156","45","3","14555",
"9157","45","0","14555",
"9158","46","1","14556",
"9159","45","1","14557",
"9160","44","3","14560",
"9161","44","0","14560",
"9162","45","1","14561",
"9163","46","1","14562",
"9164","47","0","14562",
"9165","48","3","14565",
"9166","46","3","14568",
"9167","46","2","14570",
"9168","45","1","14571",
"9169","46","1","14572",
"9170","47","1","14573",
"9171","48","2","14575",
"9172","50","0","14575",
"9173","50","2","14577",
"9174","53","0","14577",
"9175","53","2","14579",
"9176","53","2","14581",
"9177","54","0","14581",
"9178","55","0","14581",
"9179","52","3","14584",
"9180","52","2","14586",
"9181","53","2","14588",
"9182","55","0","14588",
"9183","56","0","14588",
"9184","56","2","14590",
"9185","58","0","14590",
"9186","58","2","14592",
"9187","58","2","14594",
"9188","58","2","14596",
"9189","61","1","14597",
"9190","61","1","14598",
"9191","61","2","14600",
"9192","59","4","14604",
"9193","60","1","14605",
"9194","64","0","14605",
"9195","65","1","14606",
"9196","64","2","14608",
"9197","65","0","14608",
"9198","66","0","14608",
"9199","67","0","14608",
"9200","66","4","14612",
"9201","63","3","14615",
"9202","61","3","14618",
"9203","58","4","14622",
"9204","60","2","14624",
"9205","57","4","14628",
"9206","56","2","14630",
"9207","55","2","14632",
"9208","56","1","14633",
"9209","54","2","14635",
"9210","53","1","14636",
"9211","52","3","14639",
"9212","53","0","14639",
"9213","51","2","14641",
"9214","49","2","14643",
"9215","46","5","14648",
"9216","45","2","14650",
"9217","44","2","14652",
"9218","44","1","14653",
"9219","46","2","14655",
"9220","49","0","14655",
"9221","48","2","14657",
"9222","47","1","14658",
"9223","48","0","14658",
"9224","48","2","14660",
"9225","46","3","14663",
"9226","47","1","14664",
"9227","46","1","14665",
"9228","46","1","14666",
"9229","46","2","14668",
"9230","44","6","14674",
"9231","45","1","14675",
"9232","45","1","14676",
"9233","47","1","14677",
"9234","46","1","14678",
"9235","47","0","14678",
"9236","47","1","14679",
"9237","47","2","14681",
"9238","48","0","14681",
"9239","49","0","14681",
"9240","49","1","14682",
"9241","49","1","14683",
"9242","50","1","14684",
"9243","49","1","14685",
"9244","47","3","14688",
"9245","45","2","14690",
"9246","45","2","14692",
"9247","44","1","14693",
"9248","44","1","14694",
"9249","43","2","14696",
"9250","42","3","14699",
"9251","43","2","14701",
"9252","44","1","14702",
"9253","47","0","14702",
"9254","49","2","14704",
"9255","47","4","14708",
"9256","48","1","14709",
"9257","48","2","14711",
"9258","48","1","14712",
"9259","48","1","14713",
"9260","45","3","14716",
"9261","46","1","14717",
"9262","47","0","14717",
"9263","46","1","14718",
"9264","46","1","14719",
"9265","46","2","14721",
"9266","45","3","14724",
"9267","45","1","14725",
"9268","45","0","14725",
"9269","47","0","14725",
"9270","49","0","14725",
"9271","51","1","14726",
"9272","50","3","14729",
"9273","49","2","14731",
"9274","51","1","14732",
"9275","51","1","14733",
"9276","51","3","14736",
"9277","52","1","14737",
"9278","53","1","14738",
"9279","53","1","14739",
"9280","53","1","14740",
"9281","54","0","14740",
"9282","54","2","14742",
"9283","54","1","14743",
"9284","57","0","14743",
"9285","55","5","14748",
"9286","54","3","14751",
"9287","57","0","14751",
"9288","56","3","14754",
"9289","57","1","14755",
"9290","56","3","14758",
"9291","57","2","14760",
"9292","57","2","14762",
"9293","57","2","14764",
"9294","59","0","14764",
"9295","57","4","14768",
"9296","58","1","14769",
"9297","58","3","14772",
"9298","57","2","14774",
"9299","57","2","14776",
"9300","60","0","14776",
"9301","60","1","14777",
"9302","60","2","14779",
"9303","58","3","14782",
"9304","59","2","14784",
"9305","60","2","14786",
"9306","63","0","14786",
"9307","63","3","14789",
"9308","62","2","14791",
"9309","63","0","14791",
"9310","60","3","14794",
"9311","60","1","14795",
"9312","60","2","14797",
"9313","58","2","14799",
"9314","59","1","14800",
"9315","56","3","14803",
"9316","52","4","14807",
"9317","50","2","14809",
"9318","49","3","14812",
"9319","49","1","14813",
"9320","49","1","14814",
"9321","48","2","14816",
"9322","49","3","14819",
"9323","49","2","14821",
"9324","51","1","14822",
"9325","50","2","14824",
"9326","52","1","14825",
"9327","53","2","14827",
"9328","55","0","14827",
"9329","59","0","14827",
"9330","59","1","14828",
"9331","58","2","14830",
"9332","57","2","14832",
"9333","55","2","14834",
"9334","57","0","14834",
"9335","56","2","14836",
"9336","56","2","14838",
"9337","56","1","14839",
"9338","59","0","14839",
"9339","60","0","14839",
"9340","63","0","14839",
"9341","58","6","14845",
"9342","58","1","14846",
"9343","59","1","14847",
"9344","59","1","14848",
"9345","56","5","14853",
"9346","57","1","14854",
"9347","55","4","14858",
"9348","55","1","14859",
"9349","57","2","14861",
"9350","54","4","14865",
"9351","52","3","14868",
"9352","52","1","14869",
"9353","51","1","14870",
"9354","47","4","14874",
"9355","46","1","14875",
"9356","47","2","14877",
"9357","48","1","14878",
"9358","47","1","14879",
"9359","45","2","14881",
"9360","42","3","14884",
"9361","39","4","14888",
"9362","40","0","14888",
"9363","39","3","14891",
"9364","39","1","14892",
"9365","39","3","14895",
"9366","40","0","14895",
"9367","42","1","14896",
"9368","44","0","14896",
"9369","45","1","14897",
"9370","42","3","14900",
"9371","43","0","14900",
"9372","44","1","14901",
"9373","43","1","14902",
"9374","43","1","14903",
"9375","43","2","14905",
"9376","42","1","14906",
"9377","40","2","14908",
"9378","40","2","14910",
"9379","42","0","14910",
"9380","41","2","14912",
"9381","42","0","14912",
"9382","40","2","14914",
"9383","37","5","14919",
"9384","38","0","14919",
"9385","37","2","14921",
"9386","37","1","14922",
"9387","37","0","14922",
"9388","35","2","14924",
"9389","37","0","14924",
"9390","37","0","14924",
"9391","37","1","14925",
"9392","38","0","14925",
"9393","41","0","14925",
"9394","42","1","14926",
"9395","42","0","14926",
"9396","43","1","14927",
"9397","44","0","14927",
"9398","45","0","14927",
"9399","43","2","14929",
"9400","43","2","14931",
"9401","44","1","14932",
"9402","43","1","14933",
"9403","45","1","14934",
"9404","44","2","14936",
"9405","47","0","14936",
"9406","48","0","14936",
"9407","49","1","14937",
"9408","52","1","14938",
"9409","52","2","14940",
"9410","52","0","14940",
"9411","53","0","14940",
"9412","51","2","14942",
"9413","52","2","14944",
"9414","51","2","14946",
"9415","50","1","14947",
"9416","48","2","14949",
"9417","49","0","14949",
"9418","48","1","14950",
"9419","49","2","14952",
"9420","51","1","14953",
"9421","51","1","14954",
"9422","53","1","14955",
"9423","53","0","14955",
"9424","53","2","14957",
"9425","53","2","14959",
"9426","52","2","14961",
"9427","53","0","14961",
"9428","53","1","14962",
"9429","54","1","14963",
"9430","53","2","14965",
"9431","51","2","14967",
"9432","51","2","14969",
"9433","51","3","14972",
"9434","51","3","14975",
"9435","52","2","14977",
"9436","51","2","14979",
"9437","54","1","14980",
"9438","55","1","14981",
"9439","56","1","14982",
"9440","53","3","14985",
"9441","52","4","14989",
"9442","52","0","14989",
"9443","52","1","14990",
"9444","53","1","14991",
"9445","56","1","14992",
"9446","58","0","14992",
"9447","59","0","14992",
"9448","59","1","14993",
"9449","59","1","14994",
"9450","56","4","14998",
"9451","57","1","14999",
"9452","58","1","15000",
"9453","58","1","15001",
"9454","56","5","15006",
"9455","56","1","15007",
"9456","55","2","15009",
"9457","50","5","15014",
"9458","50","1","15015",
"9459","51","0","15015",
"9460","50","1","15016",
"9461","49","2","15018",
"9462","48","2","15020",
"9463","49","1","15021",
"9464","50","1","15022",
"9465","51","1","15023",
"9466","51","2","15025",
"9467","49","2","15027",
"9468","50","0","15027",
"9469","52","1","15028",
"9470","54","1","15029",
"9471","54","1","15030",
"9472","56","1","15031",
"9473","56","1","15032",
"9474","58","0","15032",
"9475","57","2","15034",
"9476","57","0","15034",
"9477","56","2","15036",
"9478","55","1","15037",
"9479","55","2","15039",
"9480","52","3","15042",
"9481","50","3","15045",
"9482","52","1","15046",
"9483","53","2","15048",
"9484","52","3","15051",
"9485","53","1","15052",
"9486","49","4","15056",
"9487","49","1","15057",
"9488","50","1","15058",
"9489","52","0","15058",
"9490","53","2","15060",
"9491","50","3","15063",
"9492","51","1","15064",
"9493","51","1","15065",
"9494","50","1","15066",
"9495","52","2","15068",
"9496","55","0","15068",
"9497","55","1","15069",
"9498","54","1","15070",
"9499","54","3","15073",
"9500","51","5","15078",
"9501","53","2","15080",
"9502","53","1","15081",
"9503","53","2","15083",
"9504","54","1","15084",
"9505","55","1","15085",
"9506","55","2","15087",
"9507","55","3","15090",
"9508","56","1","15091",
"9509","57","0","15091",
"9510","55","4","15095",
"9511","54","1","15096",
"9512","52","3","15099",
"9513","54","0","15099",
"9514","57","0","15099",
"9515","58","1","15100",
"9516","58","3","15103",
"9517","57","2","15105",
"9518","59","0","15105",
"9519","61","2","15107",
"9520","62","2","15109",
"9521","64","1","15110",
"9522","62","4","15114",
"9523","61","2","15116",
"9524","62","2","15118",
"9525","61","3","15121",
"9526","59","2","15123",
"9527","61","1","15124",
"9528","60","2","15126",
"9529","61","1","15127",
"9530","58","3","15130",
"9531","54","4","15134",
"9532","53","1","15135",
"9533","51","4","15139",
"9534","49","2","15141",
"9535","48","2","15143",
"9536","44","4","15147",
"9537","43","2","15149",
"9538","43","0","15149",
"9539","43","2","15151",
"9540","44","1","15152",
"9541","43","2","15154",
"9542","43","0","15154",
"9543","44","0","15154",
"9544","44","1","15155",
"9545","43","2","15157",
"9546","41","3","15160",
"9547","40","1","15161",
"9548","39","1","15162",
"9549","40","0","15162",
"9550","39","2","15164",
"9551","38","2","15166",
"9552","38","1","15167",
"9553","40","1","15168",
"9554","41","1","15169",
"9555","43","1","15170",
"9556","44","1","15171",
"9557","44","1","15172",
"9558","43","1","15173",
"9559","44","2","15175",
"9560","46","0","15175",
"9561","46","0","15175",
"9562","48","0","15175",
"9563","48","2","15177",
"9564","47","1","15178",
"9565","49","0","15178",
"9566","47","2","15180",
"9567","47","2","15182",
"9568","47","2","15184",
"9569","50","0","15184",
"9570","49","1","15185",
"9571","50","1","15186",
"9572","50","2","15188",
"9573","51","2","15190",
"9574","49","4","15194",
"9575","50","1","15195",
"9576","53","0","15195",
"9577","54","1","15196",
"9578","54","1","15197",
"9579","54","1","15198",
"9580","57","1","15199",
"9581","58","0","15199",
"9582","58","2","15201",
"9583","57","1","15202",
"9584","59","0","15202",
"9585","58","2","15204",
"9586","61","0","15204",
"9587","60","3","15207",
"9588","61","3","15210",
"9589","60","2","15212",
"9590","57","3","15215",
"9591","57","1","15216",
"9592","58","0","15216",
"9593","59","0","15216",
"9594","57","3","15219",
"9595","51","6","15225",
"9596","55","1","15226",
"9597","55","0","15226",
"9598","54","2","15228",
"9599","51","4","15232",
"9600","51","1","15233",
"9601","52","1","15234",
"9602","49","3","15237",
"9603","50","1","15238",
"9604","48","3","15241",
"9605","47","1","15242",
"9606","47","3","15245",
"9607","46","1","15246",
"9608","49","1","15247",
"9609","52","0","15247",
"9610","53","1","15248",
"9611","55","1","15249",
"9612","55","0","15249",
"9613","55","1","15250",
"9614","55","1","15251",
"9615","56","1","15252",
"9616","57","0","15252",
"9617","56","2","15254",
"9618","57","0","15254",
"9619","55","3","15257",
"9620","55","1","15258",
"9621","54","3","15261",
"9622","51","4","15265",
"9623","51","1","15266",
"9624","52","2","15268",
"9625","53","0","15268",
"9626","53","2","15270",
"9627","53","3","15273",
"9628","54","1","15274",
"9629","54","2","15276",
"9630","54","1","15277",
"9631","54","2","15279",
"9632","55","2","15281",
"9633","54","3","15284",
"9634","54","1","15285",
"9635","57","0","15285",
"9636","58","1","15286",
"9637","57","1","15287",
"9638","55","4","15291",
"9639","55","1","15292",
"9640","53","4","15296",
"9641","52","2","15298",
"9642","52","1","15299",
"9643","51","2","15301",
"9644","53","2","15303",
"9645","53","0","15303",
"9646","52","3","15306",
"9647","54","2","15308",
"9648","52","3","15311",
"9649","51","2","15313",
"9650","52","0","15313",
"9651","53","0","15313",
"9652","52","2","15315",
"9653","51","4","15319",
"9654","51","1","15320",
"9655","52","0","15320",
"9656","53","1","15321",
"9657","51","2","15323",
"9658","51","1","15324",
"9659","54","0","15324",
"9660","53","2","15326",
"9661","56","1","15327",
"9662","54","2","15329",
"9663","56","2","15331",
"9664","60","0","15331",
"9665","61","2","15333",
"9666","60","1","15334",
"9667","60","3","15337",
"9668","60","3","15340",
"9669","61","0","15340",
"9670","62","0","15340",
"9671","64","0","15340",
"9672","64","2","15342",
"9673","64","3","15345",
"9674","61","4","15349",
"9675","60","3","15352",
"9676","60","1","15353",
"9677","60","1","15354",
"9678","63","1","15355",
"9679","62","2","15357",
"9680","63","2","15359",
"9681","67","0","15359",
"9682","66","3","15362",
"9683","68","0","15362",
"9684","68","1","15363",
"9685","67","1","15364",
"9686","64","3","15367",
"9687","63","2","15369",
"9688","61","4","15373",
"9689","60","4","15377",
"9690","60","0","15377",
"9691","61","2","15379",
"9692","62","2","15381",
"9693","62","2","15383",
"9694","61","3","15386",
"9695","60","4","15390",
"9696","63","1","15391",
"9697","60","3","15394",
"9698","61","1","15395",
"9699","62","3","15398",
"9700","62","1","15399",
"9701","62","0","15399",
"9702","61","3","15402",
"9703","61","2","15404",
"9704","65","1","15405",
"9705","65","1","15406",
"9706","65","2","15408",
"9707","65","2","15410",
"9708","65","1","15411",
"9709","64","1","15412",
"9710","60","4","15416",
"9711","61","0","15416",
"9712","60","2","15418",
"9713","63","0","15418",
"9714","62","2","15420",
"9715","60","4","15424",
"9716","59","3","15427",
"9717","58","3","15430",
"9718","59","2","15432",
"9719","57","3","15435",
"9720","53","5","15440",
"9721","54","1","15441",
"9722","55","1","15442",
"9723","55","2","15444",
"9724","55","1","15445",
"9725","56","1","15446",
"9726","60","0","15446",
"9727","58","4","15450",
"9728","58","1","15451",
"9729","56","3","15454",
"9730","59","1","15455",
"9731","59","1","15456",
"9732","60","2","15458",
"9733","60","1","15459",
"9734","63","0","15459",
"9735","62","4","15463",
"9736","61","3","15466",
"9737","60","2","15468",
"9738","61","1","15469",
"9739","61","2","15471",
"9740","59","3","15474",
"9741","59","2","15476",
"9742","54","5","15481",
"9743","54","2","15483",
"9744","54","0","15483",
"9745","55","1","15484",
"9746","56","0","15484",
"9747","56","1","15485",
"9748","58","0","15485",
"9749","60","1","15486",
"9750","58","2","15488",
"9751","55","4","15492",
"9752","57","0","15492",
"9753","54","3","15495",
"9754","50","5","15500",
"9755","51","0","15500",
"9756","48","5","15505",
"9757","46","4","15509",
"9758","46","1","15510",
"9759","46","3","15513",
"9760","48","0","15513",
"9761","48","1","15514",
"9762","48","1","15515",
"9763","50","0","15515",
"9764","52","0","15515",
"9765","51","2","15517",
"9766","52","0","15517",
"9767","50","2","15519",
"9768","50","1","15520",
"9769","48","3","15523",
"9770","45","3","15526",
"9771","45","2","15528",
"9772","45","0","15528",
"9773","41","4","15532",
"9774","39","2","15534",
"9775","37","3","15537",
