"day","aliveThatDay","diedThatDay","totalDeaths",
"11868","49","1","18856",
"11869","50","2","18858",
"11870","51","0","18858",
"11871","51","1","18859",
"11872","53","0","18859",
"11873","56","0","18859",
"11874","55","1","18860",
"11875","53","3","18863",
"11876","53","0","18863",
"11877","53","0","18863",
"11878","51","3","18866",
"11879","49","2","18868",
"11880","46","4","18872",
"11881","48","0","18872",
"11882","47","2","18874",
"11883","48","1","18875",
"11884","46","4","18879",
"11885","49","1","18880",
"11886","49","2","18882",
"11887","52","1","18883",
"11888","53","1","18884",
"11889","54","1","18885",
"11890","53","1","18886",
"11891","53","0","18886",
"11892","52","3","18889",
"11893","50","3","18892",
"11894","53","0","18892",
"11895","55","1","18893",
"11896","56","0","18893",
"11897","57","1","18894",
"11898","58","1","18895",
"11899","55","3","18898",
"11900","55","2","18900",
"11901","53","4","18904",
"11902","55","0","18904",
"11903","55","1","18905",
"11904","55","2","18907",
"11905","53","2","18909",
"11906","52","1","18910",
"11907","53","0","18910",
"11908","50","4","18914",
"11909","51","2","18916",
"11910","54","1","18917",
"11911","56","0","18917",
"11912","53","3","18920",
"11913","54","1","18921",
"11914","54","1","18922",
"11915","55","1","18923",
"11916","54","2","18925",
"11917","55","1","18926",
"11918","53","2","18928",
"11919","53","4","18932",
"11920","56","0","18932",
"11921","54","4","18936",
"11922","53","2","18938",
"11923","54","0","18938",
"11924","52","2","18940",
"11925","51","3","18943",
"11926","50","2","18945",
"11927","50","2","18947",
"11928","51","0","18947",
"11929","50","1","18948",
"11930","47","4","18952",
"11931","44","4","18956",
"11932","45","0","18956",
"11933","45","1","18957",
"11934","45","1","18958",
"11935","44","3","18961",
"11936","42","3","18964",
"11937","43","1","18965",
"11938","41","2","18967",
"11939","44","1","18968",
"11940","46","1","18969",
"11941","47","0","18969",
"11942","47","0","18969",
"11943","48","1","18970",
"11944","49","0","18970",
"11945","52","0","18970",
"11946","52","1","18971",
"11947","52","1","18972",
"11948","50","3","18975",
"11949","50","2","18977",
"11950","50","2","18979",
"11951","49","3","18982",
"11952","48","1","18983",
"11953","48","0","18983",
"11954","50","2","18985",
"11955","51","1","18986",
"11956","49","2","18988",
"11957","48","2","18990",
"11958","47","2","18992",
"11959","48","1","18993",
"11960","45","4","18997",
"11961","45","1","18998",
"11962","47","1","18999",
"11963","50","0","18999",
"11964","51","2","19001",
"11965","50","3","19004",
"11966","49","2","19006",
"11967","48","1","19007",
"11968","50","0","19007",
"11969","49","2","19009",
"11970","47","2","19011",
"11971","48","0","19011",
"11972","49","1","19012",
"11973","50","0","19012",
"11974","52","0","19012",
"11975","50","3","19015",
"11976","47","3","19018",
"11977","46","2","19020",
"11978","48","1","19021",
"11979","49","2","19023",
"11980","49","2","19025",
"11981","49","0","19025",
"11982","48","1","19026",
"11983","47","3","19029",
"11984","48","0","19029",
"11985","45","5","19034",
"11986","45","2","19036",
"11987","48","0","19036",
"11988","48","1","19037",
"11989","48","2","19039",
"11990","48","0","19039",
"11991","47","2","19041",
"11992","48","1","19042",
"11993","49","0","19042",
"11994","51","0","19042",
"11995","50","1","19043",
"11996","50","1","19044",
"11997","53","1","19045",
"11998","52","3","19048",
"11999","52","1","19049",
"12000","53","1","19050",
"12001","48","5","19055",
"12002","49","1","19056",
"12003","50","1","19057",
"12004","51","1","19058",
"12005","52","2","19060",
"12006","51","1","19061",
"12007","51","1","19062",
"12008","53","2","19064",
"12009","54","1","19065",
"12010","54","3","19068",
"12011","53","2","19070",
"12012","57","0","19070",
"12013","58","2","19072",
"12014","60","1","19073",
"12015","59","4","19077",
"12016","56","3","19080",
"12017","59","0","19080",
"12018","59","2","19082",
"12019","57","3","19085",
"12020","55","5","19090",
"12021","56","1","19091",
"12022","57","2","19093",
"12023","56","1","19094",
"12024","56","1","19095",
"12025","53","4","19099",
"12026","51","5","19104",
"12027","52","0","19104",
"12028","51","2","19106",
"12029","51","0","19106",
"12030","48","4","19110",
"12031","48","1","19111",
"12032","48","2","19113",
"12033","47","2","19115",
"12034","47","1","19116",
"12035","46","2","19118",
"12036","43","4","19122",
"12037","44","1","19123",
"12038","43","3","19126",
"12039","46","0","19126",
"12040","48","0","19126",
"12041","46","3","19129",
"12042","45","2","19131",
"12043","47","0","19131",
"12044","50","0","19131",
"12045","52","1","19132",
"12046","52","1","19133",
"12047","50","3","19136",
"12048","48","2","19138",
"12049","49","0","19138",
"12050","49","1","19139",
"12051","50","0","19139",
"12052","50","1","19140",
"12053","50","0","19140",
"12054","51","0","19140",
"12055","53","1","19141",
"12056","53","1","19142",
"12057","54","0","19142",
"12058","52","3","19145",
"12059","52","2","19147",
"12060","50","5","19152",
"12061","49","2","19154",
"12062","51","1","19155",
"12063","51","1","19156",
"12064","51","1","19157",
"12065","50","3","19160",
"12066","49","3","19163",
"12067","51","0","19163",
"12068","51","4","19167",
"12069","51","1","19168",
"12070","52","0","19168",
"12071","56","0","19168",
"12072","54","2","19170",
"12073","55","2","19172",
"12074","53","2","19174",
"12075","53","1","19175",
"12076","52","4","19179",
"12077","52","1","19180",
"12078","52","1","19181",
"12079","51","2","19183",
"12080","51","1","19184",
"12081","52","2","19186",
"12082","54","1","19187",
"12083","54","0","19187",
"12084","56","1","19188",
"12085","53","4","19192",
"12086","55","0","19192",
"12087","54","2","19194",
"12088","53","1","19195",
"12089","52","2","19197",
"12090","51","1","19198",
"12091","49","2","19200",
"12092","46","5","19205",
"12093","46","2","19207",
"12094","46","2","19209",
"12095","48","1","19210",
"12096","47","3","19213",
"12097","48","0","19213",
"12098","48","2","19215",
"12099","50","1","19216",
"12100","51","1","19217",
"12101","52","0","19217",
"12102","54","0","19217",
"12103","52","2","19219",
"12104","53","2","19221",
"12105","55","0","19221",
"12106","54","3","19224",
"12107","56","1","19225",
"12108","56","2","19227",
"12109","56","1","19228",
"12110","57","1","19229",
"12111","58","1","19230",
"12112","60","1","19231",
"12113","60","3","19234",
"12114","58","2","19236",
"12115","57","2","19238",
"12116","58","2","19240",
"12117","56","2","19242",
"12118","56","1","19243",
"12119","54","3","19246",
"12120","53","1","19247",
"12121","52","2","19249",
"12122","51","2","19251",
"12123","51","0","19251",
"12124","52","0","19251",
"12125","52","2","19253",
"12126","52","1","19254",
"12127","52","1","19255",
"12128","51","2","19257",
"12129","51","1","19258",
"12130","50","3","19261",
"12131","48","2","19263",
"12132","49","0","19263",
"12133","49","1","19264",
"12134","49","2","19266",
"12135","49","1","19267",
"12136","47","3","19270",
"12137","46","2","19272",
"12138","47","1","19273",
"12139","46","2","19275",
"12140","47","0","19275",
"12141","48","1","19276",
"12142","50","1","19277",
"12143","49","4","19281",
"12144","53","0","19281",
"12145","53","2","19283",
"12146","55","1","19284",
"12147","58","1","19285",
"12148","60","1","19286",
"12149","57","3","19289",
"12150","56","1","19290",
"12151","57","2","19292",
"12152","58","0","19292",
"12153","57","3","19295",
"12154","57","2","19297",
"12155","58","0","19297",
"12156","57","2","19299",
"12157","55","3","19302",
"12158","58","0","19302",
"12159","58","2","19304",
"12160","58","1","19305",
"12161","57","2","19307",
"12162","58","1","19308",
"12163","56","2","19310",
"12164","53","3","19313",
"12165","54","0","19313",
"12166","54","1","19314",
"12167","53","3","19317",
"12168","52","3","19320",
"12169","53","0","19320",
"12170","55","0","19320",
"12171","53","2","19322",
"12172","54","2","19324",
"12173","54","2","19326",
"12174","52","2","19328",
"12175","53","2","19330",
"12176","55","1","19331",
"12177","54","2","19333",
"12178","53","2","19335",
"12179","50","4","19339",
"12180","49","1","19340",
"12181","49","1","19341",
"12182","49","1","19342",
"12183","47","3","19345",
"12184","47","1","19346",
"12185","44","3","19349",
"12186","43","2","19351",
"12187","40","4","19355",
"12188","38","3","19358",
"12189","38","1","19359",
"12190","39","1","19360",
"12191","39","1","19361",
"12192","39","2","19363",
"12193","39","1","19364",
"12194","40","1","19365",
"12195","39","1","19366",
"12196","37","2","19368",
"12197","34","3","19371",
"12198","34","1","19372",
"12199","36","0","19372",
"12200","35","2","19374",
"12201","35","0","19374",
"12202","37","0","19374",
"12203","38","0","19374",
"12204","42","0","19374",
"12205","45","1","19375",
"12206","47","0","19375",
"12207","47","0","19375",
"12208","48","1","19376",
"12209","49","3","19379",
"12210","51","0","19379",
"12211","50","2","19381",
"12212","53","0","19381",
"12213","56","0","19381",
"12214","58","1","19382",
"12215","54","4","19386",
"12216","57","2","19388",
"12217","59","0","19388",
"12218","61","1","19389",
"12219","64","0","19389",
"12220","63","2","19391",
"12221","61","3","19394",
"12222","61","1","19395",
"12223","61","0","19395",
"12224","62","2","19397",
"12225","64","1","19398",
"12226","65","2","19400",
"12227","62","3","19403",
"12228","58","6","19409",
"12229","57","3","19412",
"12230","53","5","19417",
"12231","52","1","19418",
"12232","54","0","19418",
"12233","53","3","19421",
"12234","55","0","19421",
"12235","57","0","19421",
"12236","56","2","19423",
"12237","51","5","19428",
"12238","50","2","19430",
"12239","51","1","19431",
"12240","49","3","19434",
"12241","47","2","19436",
"12242","46","1","19437",
"12243","45","2","19439",
"12244","45","1","19440",
"12245","42","3","19443",
"12246","40","2","19445",
"12247","39","2","19447",
"12248","40","0","19447",
"12249","35","6","19453",
"12250","34","1","19454",
"12251","36","0","19454",
"12252","37","0","19454",
"12253","36","2","19456",
"12254","35","1","19457",
"12255","32","3","19460",
"12256","34","1","19461",
"12257","37","1","19462",
"12258","38","0","19462",
"12259","39","0","19462",
"12260","38","1","19463",
"12261","37","2","19465",
"12262","38","1","19466",
"12263","38","1","19467",
"12264","38","0","19467",
"12265","39","0","19467",
"12266","40","1","19468",
"12267","39","2","19470",
"12268","40","1","19471",
"12269","41","0","19471",
"12270","44","0","19471",
"12271","44","0","19471",
"12272","45","2","19473",
"12273","46","1","19474",
"12274","48","1","19475",
"12275","47","1","19476",
"12276","48","0","19476",
"12277","49","1","19477",
"12278","49","1","19478",
"12279","48","2","19480",
"12280","47","1","19481",
"12281","47","0","19481",
"12282","48","1","19482",
"12283","45","4","19486",
"12284","45","1","19487",
"12285","43","2","19489",
"12286","43","0","19489",
"12287","42","2","19491",
"12288","41","2","19493",
"12289","42","1","19494",
"12290","42","1","19495",
"12291","45","2","19497",
"12292","47","0","19497",
"12293","49","1","19498",
"12294","48","3","19501",
"12295","50","2","19503",
"12296","50","1","19504",
"12297","52","0","19504",
"12298","54","0","19504",
"12299","53","1","19505",
"12300","52","2","19507",
"12301","53","1","19508",
"12302","55","1","19509",
"12303","54","1","19510",
"12304","55","1","19511",
"12305","55","2","19513",
"12306","55","1","19514",
"12307","53","2","19516",
"12308","54","1","19517",
"12309","54","2","19519",
"12310","54","1","19520",
"12311","54","0","19520",
"12312","50","4","19524",
"12313","50","3","19527",
"12314","49","3","19530",
"12315","50","1","19531",
"12316","48","3","19534",
"12317","52","1","19535",
"12318","55","1","19536",
"12319","54","1","19537",
"12320","56","0","19537",
"12321","59","0","19537",
"12322","59","2","19539",
"12323","57","3","19542",
"12324","57","0","19542",
"12325","56","1","19543",
"12326","60","0","19543",
"12327","61","1","19544",
"12328","59","2","19546",
"12329","60","3","19549",
"12330","58","4","19553",
"12331","58","1","19554",
"12332","58","1","19555",
"12333","59","0","19555",
"12334","53","9","19564",
"12335","53","2","19566",
"12336","53","1","19567",
"12337","52","2","19569",
"12338","51","3","19572",
"12339","50","2","19574",
"12340","51","0","19574",
"12341","48","3","19577",
"12342","52","1","19578",
"12343","51","2","19580",
"12344","57","0","19580",
"12345","58","1","19581",
"12346","59","2","19583",
"12347","59","1","19584",
"12348","61","0","19584",
"12349","58","3","19587",
"12350","58","3","19590",
"12351","56","4","19594",
"12352","57","1","19595",
"12353","56","3","19598",
"12354","57","1","19599",
"12355","56","2","19601",
"12356","53","5","19606",
"12357","53","0","19606",
"12358","50","4","19610",
"12359","49","1","19611",
"12360","49","1","19612",
"12361","50","1","19613",
"12362","52","0","19613",
"12363","52","3","19616",
"12364","54","1","19617",
"12365","54","3","19620",
"12366","53","2","19622",
"12367","51","3","19625",
"12368","53","0","19625",
"12369","52","2","19627",
"12370","53","0","19627",
"12371","52","2","19629",
"12372","55","0","19629",
"12373","54","2","19631",
"12374","54","1","19632",
"12375","54","3","19635",
"12376","54","2","19637",
"12377","53","2","19639",
"12378","54","1","19640",
"12379","53","4","19644",
"12380","53","1","19645",
"12381","52","2","19647",
"12382","49","3","19650",
"12383","50","0","19650",
"12384","49","1","19651",
"12385","51","0","19651",
"12386","50","3","19654",
"12387","50","1","19655",
"12388","47","3","19658",
"12389","46","3","19661",
"12390","47","1","19662",
"12391","47","2","19664",
"12392","47","1","19665",
"12393","46","2","19667",
"12394","48","0","19667",
"12395","50","2","19669",
"12396","49","1","19670",
"12397","51","1","19671",
"12398","51","1","19672",
"12399","52","1","19673",
"12400","53","3","19676",
"12401","54","1","19677",
"12402","56","1","19678",
"12403","57","0","19678",
"12404","59","0","19678",
"12405","61","1","19679",
"12406","60","3","19682",
"12407","60","1","19683",
"12408","61","2","19685",
"12409","62","1","19686",
"12410","62","2","19688",
"12411","60","2","19690",
"12412","59","2","19692",
"12413","60","1","19693",
"12414","60","2","19695",
"12415","59","2","19697",
"12416","57","2","19699",
"12417","57","0","19699",
"12418","57","1","19700",
"12419","58","3","19703",
"12420","57","2","19705",
"12421","54","3","19708",
"12422","54","1","19709",
"12423","55","2","19711",
"12424","55","2","19713",
"12425","53","4","19717",
"12426","53","1","19718",
"12427","52","4","19722",
"12428","53","1","19723",
"12429","51","5","19728",
"12430","51","1","19729",
"12431","51","2","19731",
"12432","51","0","19731",
"12433","51","2","19733",
"12434","50","3","19736",
"12435","50","0","19736",
"12436","49","3","19739",
"12437","50","0","19739",
"12438","48","4","19743",
"12439","50","0","19743",
"12440","50","1","19744",
"12441","53","1","19745",
"12442","52","2","19747",
"12443","53","1","19748",
"12444","54","0","19748",
"12445","52","2","19750",
"12446","50","2","19752",
"12447","47","3","19755",
"12448","49","2","19757",
"12449","48","3","19760",
"12450","49","1","19761",
"12451","48","1","19762",
"12452","47","3","19765",
"12453","50","0","19765",
"12454","54","1","19766",
"12455","54","1","19767",
"12456","55","2","19769",
"12457","55","2","19771",
"12458","56","0","19771",
"12459","55","3","19774",
"12460","54","1","19775",
"12461","53","1","19776",
"12462","54","0","19776",
"12463","54","1","19777",
"12464","52","3","19780",
"12465","54","0","19780",
"12466","53","1","19781",
"12467","52","1","19782",
"12468","52","0","19782",
"12469","49","3","19785",
"12470","49","2","19787",
"12471","48","2","19789",
"12472","51","1","19790",
"12473","50","4","19794",
"12474","51","2","19796",
"12475","50","3","19799",
"12476","50","1","19800",
"12477","49","1","19801",
"12478","50","1","19802",
"12479","49","1","19803",
"12480","49","0","19803",
"12481","49","1","19804",
"12482","52","0","19804",
"12483","51","2","19806",
"12484","48","5","19811",
"12485","48","3","19814",
"12486","49","2","19816",
"12487","52","0","19816",
"12488","52","0","19816",
"12489","54","1","19817",
"12490","55","0","19817",
"12491","57","0","19817",
"12492","58","0","19817",
"12493","59","1","19818",
"12494","60","1","19819",
"12495","62","0","19819",
"12496","60","3","19822",
"12497","60","2","19824",
"12498","58","3","19827",
"12499","57","2","19829",
"12500","57","1","19830",
"12501","56","1","19831",
"12502","58","1","19832",
"12503","56","3","19835",
"12504","54","2","19837",
"12505","55","2","19839",
"12506","54","1","19840",
"12507","52","3","19843",
"12508","54","2","19845",
"12509","55","0","19845",
"12510","56","2","19847",
"12511","53","4","19851",
"12512","52","2","19853",
"12513","49","4","19857",
"12514","52","0","19857",
"12515","51","1","19858",
"12516","52","1","19859",
"12517","52","1","19860",
"12518","52","1","19861",
"12519","49","3","19864",
"12520","50","0","19864",
"12521","49","3","19867",
"12522","47","2","19869",
"12523","47","3","19872",
"12524","47","2","19874",
"12525","48","1","19875",
"12526","47","2","19877",
"12527","47","1","19878",
"12528","47","1","19879",
"12529","47","0","19879",
"12530","49","0","19879",
"12531","49","1","19880",
"12532","48","1","19881",
"12533","49","0","19881",
"12534","51","1","19882",
"12535","51","1","19883",
"12536","51","1","19884",
"12537","50","1","19885",
"12538","51","1","19886",
"12539","51","2","19888",
"12540","51","2","19890",
"12541","50","2","19892",
"12542","52","1","19893",
"12543","53","1","19894",
"12544","55","1","19895",
"12545","54","3","19898",
"12546","56","0","19898",
"12547","57","1","19899",
"12548","57","1","19900",
"12549","57","1","19901",
"12550","58","1","19902",
"12551","61","0","19902",
"12552","62","3","19905",
"12553","63","3","19908",
"12554","63","1","19909",
"12555","64","1","19910",
"12556","65","1","19911",
"12557","66","0","19911",
"12558","67","2","19913",
"12559","68","2","19915",
"12560","68","2","19917",
"12561","68","2","19919",
"12562","67","1","19920",
"12563","63","5","19925",
"12564","63","1","19926",
"12565","62","2","19928",
"12566","62","1","19929",
"12567","63","1","19930",
"12568","62","1","19931",
"12569","63","3","19934",
"12570","62","3","19937",
"12571","62","2","19939",
"12572","65","0","19939",
"12573","65","1","19940",
"12574","65","3","19943",
"12575","62","4","19947",
"12576","61","4","19951",
"12577","63","1","19952",
"12578","62","3","19955",
"12579","64","0","19955",
"12580","64","2","19957",
"12581","63","2","19959",
"12582","61","2","19961",
"12583","61","1","19962",
"12584","60","4","19966",
"12585","61","0","19966",
"12586","60","2","19968",
"12587","59","4","19972",
"12588","58","1","19973",
"12589","60","2","19975",
"12590","60","2","19977",
"12591","58","3","19980",
"12592","57","2","19982",
"12593","57","2","19984",
"12594","58","2","19986",
"12595","58","1","19987",
"12596","56","2","19989",
"12597","56","0","19989",
"12598","53","5","19994",
"12599","52","1","19995",
"12600","52","3","19998",
"12601","52","1","19999",
"12602","52","2","20001",
"12603","50","2","20003",
"12604","49","2","20005",
"12605","50","1","20006",
"12606","50","1","20007",
"12607","52","1","20008",
"12608","52","1","20009",
"12609","54","1","20010",
"12610","53","2","20012",
"12611","53","1","20013",
"12612","53","1","20014",
"12613","54","3","20017",
"12614","56","0","20017",
"12615","56","1","20018",
"12616","57","2","20020",
"12617","56","1","20021",
"12618","53","4","20025",
"12619","54","1","20026",
"12620","56","0","20026",
"12621","54","3","20029",
"12622","55","2","20031",
"12623","57","0","20031",
"12624","56","1","20032",
"12625","55","2","20034",
"12626","55","3","20037",
"12627","57","2","20039",
"12628","56","1","20040",
"12629","57","3","20043",
"12630","55","3","20046",
"12631","56","2","20048",
"12632","55","1","20049",
"12633","55","2","20051",
"12634","53","5","20056",
"12635","53","0","20056",
"12636","50","3","20059",
"12637","51","1","20060",
"12638","50","2","20062",
"12639","50","1","20063",
"12640","49","2","20065",
"12641","46","3","20068",
"12642","49","2","20070",
"12643","53","0","20070",
"12644","54","0","20070",
"12645","54","1","20071",
"12646","53","2","20073",
"12647","51","2","20075",
"12648","49","3","20078",
"12649","51","0","20078",
"12650","49","2","20080",
"12651","49","2","20082",
"12652","48","2","20084",
"12653","49","1","20085",
"12654","46","3","20088",
"12655","42","5","20093",
"12656","42","1","20094",
"12657","41","1","20095",
"12658","40","2","20097",
"12659","41","0","20097",
"12660","43","1","20098",
"12661","44","1","20099",
"12662","42","2","20101",
"12663","39","3","20104",
"12664","40","0","20104",
"12665","40","1","20105",
"12666","40","1","20106",
"12667","40","1","20107",
"12668","41","1","20108",
"12669","42","1","20109",
"12670","40","3","20112",
"12671","39","1","20113",
"12672","39","2","20115",
"12673","39","0","20115",
"12674","39","1","20116",
"12675","40","1","20117",
"12676","43","0","20117",
"12677","45","0","20117",
"12678","46","0","20117",
"12679","48","1","20118",
"12680","48","2","20120",
"12681","47","2","20122",
"12682","46","2","20124",
"12683","46","1","20125",
"12684","48","1","20126",
"12685","48","0","20126",
"12686","49","0","20126",
"12687","48","2","20128",
"12688","46","2","20130",
"12689","47","1","20131",
"12690","47","1","20132",
"12691","47","1","20133",
"12692","49","0","20133",
"12693","47","2","20135",
"12694","46","3","20138",
"12695","46","3","20141",
"12696","46","1","20142",
"12697","48","0","20142",
"12698","48","1","20143",
"12699","48","1","20144",
"12700","48","2","20146",
"12701","48","0","20146",
"12702","48","0","20146",
"12703","48","2","20148",
"12704","46","2","20150",
"12705","46","3","20153",
"12706","45","2","20155",
"12707","48","1","20156",
"12708","48","0","20156",
"12709","48","2","20158",
"12710","46","3","20161",
"12711","45","3","20164",
"12712","44","2","20166",
"12713","45","0","20166",
"12714","46","2","20168",
"12715","47","0","20168",
"12716","49","0","20168",
"12717","49","0","20168",
"12718","51","0","20168",
"12719","52","1","20169",
"12720","56","0","20169",
"12721","59","0","20169",
"12722","61","1","20170",
"12723","60","3","20173",
"12724","60","2","20175",
"12725","60","3","20178",
"12726","62","2","20180",
"12727","62","2","20182",
"12728","59","3","20185",
"12729","61","1","20186",
"12730","60","2","20188",
"12731","60","1","20189",
"12732","61","0","20189",
"12733","63","0","20189",
"12734","65","2","20191",
"12735","65","2","20193",
"12736","63","2","20195",
"12737","64","0","20195",
"12738","67","0","20195",
"12739","65","2","20197",
"12740","63","3","20200",
"12741","64","0","20200",
"12742","65","0","20200",
"12743","62","4","20204",
"12744","61","2","20206",
"12745","63","0","20206",
"12746","61","3","20209",
"12747","56","6","20215",
"12748","56","1","20216",
"12749","55","2","20218",
"12750","54","4","20222",
"12751","54","1","20223",
"12752","51","3","20226",
"12753","51","1","20227",
"12754","52","1","20228",
"12755","51","1","20229",
"12756","49","3","20232",
"12757","53","0","20232",
"12758","53","2","20234",
"12759","55","0","20234",
"12760","58","1","20235",
"12761","58","2","20237",
"12762","58","1","20238",
"12763","59","1","20239",
"12764","60","1","20240",
"12765","59","1","20241",
"12766","60","1","20242",
"12767","61","1","20243",
"12768","59","2","20245",
"12769","58","1","20246",
"12770","57","2","20248",
"12771","53","4","20252",
"12772","53","1","20253",
"12773","54","1","20254",
"12774","53","1","20255",
"12775","51","2","20257",
"12776","52","1","20258",
"12777","52","2","20260",
"12778","53","1","20261",
"12779","54","0","20261",
"12780","55","1","20262",
"12781","51","4","20266",
"12782","52","2","20268",
"12783","53","0","20268",
"12784","55","2","20270",
"12785","57","1","20271",
"12786","57","2","20273",
"12787","59","0","20273",
"12788","58","2","20275",
"12789","58","2","20277",
"12790","55","4","20281",
"12791","54","1","20282",
"12792","54","0","20282",
"12793","52","2","20284",
"12794","51","2","20286",
"12795","52","0","20286",
"12796","53","2","20288",
"12797","53","1","20289",
"12798","52","3","20292",
"12799","51","1","20293",
"12800","51","0","20293",
"12801","53","0","20293",
"12802","54","0","20293",
"12803","52","3","20296",
"12804","52","1","20297",
"12805","49","3","20300",
"12806","49","2","20302",
"12807","47","2","20304",
"12808","48","0","20304",
"12809","49","1","20305",
"12810","49","3","20308",
"12811","49","2","20310",
"12812","52","0","20310",
"12813","54","0","20310",
"12814","56","1","20311",
"12815","57","1","20312",
"12816","59","1","20313",
"12817","59","2","20315",
"12818","60","2","20317",
"12819","60","4","20321",
"12820","63","1","20322",
"12821","64","1","20323",
"12822","63","2","20325",
"12823","64","1","20326",
"12824","64","3","20329",
"12825","63","3","20332",
"12826","62","1","20333",
"12827","60","4","20337",
"12828","62","1","20338",
"12829","62","4","20342",
"12830","60","3","20345",
"12831","60","1","20346",
"12832","60","1","20347",
"12833","60","1","20348",
"12834","59","2","20350",
"12835","57","2","20352",
"12836","55","5","20357",
"12837","54","2","20359",
"12838","54","1","20360",
"12839","54","2","20362",
"12840","51","5","20367",
"12841","52","1","20368",
"12842","53","1","20369",
"12843","50","3","20372",
"12844","50","1","20373",
"12845","51","1","20374",
"12846","51","2","20376",
"12847","52","0","20376",
"12848","52","1","20377",
"12849","48","4","20381",
"12850","48","2","20383",
"12851","45","4","20387",
"12852","44","2","20389",
"12853","45","1","20390",
"12854","45","1","20391",
"12855","46","0","20391",
"12856","46","1","20392",
"12857","46","2","20394",
"12858","49","0","20394",
"12859","49","1","20395",
"12860","47","2","20397",
"12861","48","0","20397",
"12862","48","2","20399",
"12863","49","1","20400",
"12864","47","4","20404",
"12865","46","1","20405",
"12866","47","1","20406",
"12867","46","3","20409",
"12868","47","2","20411",
"12869","51","0","20411",
"12870","54","1","20412",
"12871","52","4","20416",
"12872","50","3","20419",
"12873","50","2","20421",
"12874","51","1","20422",
"12875","53","1","20423",
"12876","53","2","20425",
"12877","55","1","20426",
"12878","57","1","20427",
"12879","58","1","20428",
"12880","56","2","20430",
"12881","55","1","20431",
"12882","54","1","20432",
"12883","55","0","20432",
"12884","52","3","20435",
"12885","54","0","20435",
"12886","53","3","20438",
"12887","54","2","20440",
"12888","55","1","20441",
"12889","54","3","20444",
"12890","53","2","20446",
"12891","52","1","20447",
"12892","54","1","20448",
"12893","55","0","20448",
"12894","55","0","20448",
"12895","58","1","20449",
"12896","55","3","20452",
"12897","54","2","20454",
"12898","55","1","20455",
"12899","52","4","20459",
"12900","54","0","20459",
"12901","54","3","20462",
"12902","57","0","20462",
"12903","58","2","20464",
"12904","61","1","20465",
"12905","61","2","20467",
"12906","61","1","20468",
"12907","58","4","20472",
"12908","57","2","20474",
"12909","57","1","20475",
"12910","58","2","20477",
"12911","57","1","20478",
"12912","55","3","20481",
"12913","56","1","20482",
"12914","56","2","20484",
"12915","58","1","20485",
"12916","56","4","20489",
"12917","54","3","20492",
"12918","54","1","20493",
"12919","54","0","20493",
"12920","53","1","20494",
"12921","54","1","20495",
"12922","50","4","20499",
"12923","50","1","20500",
"12924","49","2","20502",
"12925","50","2","20504",
"12926","50","3","20507",
"12927","51","0","20507",
"12928","53","1","20508",
"12929","51","3","20511",
"12930","54","0","20511",
"12931","55","2","20513",
"12932","54","2","20515",
"12933","54","1","20516",
"12934","56","2","20518",
"12935","57","1","20519",
"12936","53","5","20524",
"12937","52","2","20526",
"12938","53","1","20527",
"12939","54","1","20528",
"12940","54","1","20529",
"12941","53","3","20532",
"12942","53","1","20533",
"12943","52","3","20536",
"12944","52","1","20537",
"12945","49","4","20541",
"12946","48","1","20542",
"12947","47","1","20543",
"12948","46","3","20546",
"12949","48","1","20547",
"12950","49","1","20548",
"12951","49","2","20550",
"12952","47","3","20553",
"12953","48","1","20554",
"12954","49","0","20554",
"12955","47","2","20556",
"12956","48","0","20556",
"12957","48","0","20556",
"12958","48","2","20558",
"12959","46","5","20563",
"12960","48","0","20563",
"12961","47","2","20565",
"12962","47","0","20565",
"12963","46","2","20567",
"12964","47","0","20567",
"12965","46","2","20569",
"12966","46","1","20570",
"12967","45","2","20572",
"12968","47","0","20572",
"12969","50","0","20572",
"12970","49","3","20575",
"12971","49","2","20577",
"12972","47","2","20579",
"12973","50","0","20579",
"12974","52","1","20580",
"12975","53","3","20583",
"12976","52","2","20585",
"12977","52","2","20587",
"12978","53","0","20587",
"12979","56","0","20587",
"12980","55","2","20589",
"12981","59","0","20589",
"12982","60","3","20592",
"12983","66","0","20592",
"12984","65","2","20594",
"12985","66","1","20595",
"12986","65","1","20596",
"12987","66","2","20598",
"12988","68","1","20599",
"12989","67","4","20603",
"12990","66","3","20606",
"12991","66","2","20608",
"12992","65","2","20610",
"12993","63","3","20613",
"12994","60","3","20616",
"12995","60","0","20616",
"12996","61","1","20617",
"12997","60","2","20619",
"12998","61","0","20619",
"12999","56","5","20624",
"13000","54","5","20629",
"13001","54","3","20632",
"13002","51","4","20636",
"13003","54","0","20636",
"13004","50","4","20640",
"13005","51","1","20641",
"13006","51","2","20643",
"13007","51","0","20643",
"13008","52","1","20644",
"13009","52","1","20645",
"13010","54","1","20646",
"13011","55","1","20647",
"13012","54","3","20650",
"13013","54","1","20651",
"13014","55","1","20652",
"13015","54","1","20653",
"13016","56","0","20653",
"13017","56","1","20654",
"13018","59","0","20654",
"13019","58","1","20655",
"13020","57","3","20658",
"13021","54","4","20662",
"13022","54","2","20664",
"13023","55","2","20666",
"13024","54","1","20667",
"13025","54","2","20669",
"13026","57","1","20670",
"13027","57","1","20671",
"13028","56","2","20673",
"13029","59","1","20674",
"13030","56","3","20677",
"13031","54","2","20679",
